TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud
13715,560,37,Female,Professional,Bachelor,Married,3,58684.67,21879.55,2615.72,2023-05-14,10:21:11 PM,41.0,M005,Purchase,Sydney,Mobile,-30.000233,136.209152,thuynh@gmail.com,False,9,0
14188,3861,43,Female,Retired,High School,Single,3,36936.13,15818.24,1029.51,2023-12-11,03:55:01,865.69,M004,Withdrawal,Sydney,Desktop,-20.917574,142.702789,nhunter@disposable.com,False,55,1
8345,4969,54,Female,Professional,High School,Single,3,49312.96,25656.94,4710.52,2023-06-27,01:29:59,195.82,M004,Transfer,Melb,Tablet,-37.0201,144.9646,xjacobson@tempmail.com,False,11,0
14080,1582,-41,Female,Student,Master,Single,4,99317.32,52395.45,2733.07,2023-12-11,19:29:02,227.92,M006,Purchase,Brisbane,iphone 15,-20.917574,142.702789,joseph46@gmail.com,True,80,0
2161,4367,-24,Male,Professional,High School,Divorced,2,38338.7,24746.36,3123.45,2023-03-24,04:20:37 PM,153.28,M007,Transfer,Darwin,Tablet,-31.840233,145.612793,ioliver@yahoo.com,False,40,0
3008,3667,45,Male,Unemployed,High School,Married,2,98318.33,30198.87,5569.69,2023-08-28,01:33:10,1348.71,M005,Purchase,melbourne,Desktop,-37.0201,144.9646,idavis@outlook.com,False,107,0
1105,3987,48,Male,Student,Bachelor,Single,0,52835.82,37738.45,1755.16,2023-09-30,05:08:23 AM,53.73,M007,Purchase,MLB,Desktop,-41.640079,146.315918,isabellawilliams@outlook.com,False,19,0
15160,1709,44,Female,Professional,Bachelor,Married,2,28119.54,21497.27,2058.34,2023-12-20,17:59:59,62.52,M007,Withdrawal,Canberra,iphone 15,-25.042261,117.793221,gcarey@gmail.com,False,20,1
692,3210,42,Female,Professional,Bachelor,Married,1,47217.99,35518.66,939.21,2023-11-30,06:57:55,877.89,M008,Transfer,Canberra,Desktop,-25.042261,117.793221,johncarter@yahoo.com,True,70,0
16093,3594,35,Female,Student,High School,Widowed,2,119665.47,135802.18,768.24,2023-04-07,21:02:30,490.31,M006,Withdrawal,Melbourne,Mobile,-31.840233,145.612793,darlene13@yahoo.com,False,101,0
4956,2561,37000,Male,Student,Bachelor,Single,4,83058.86,28091.27,11644.09,2023-05-08,07:25:23,20.88,M008,Payment,Sydney,Desktop,-37.0201,144.9646,maria61@gmail.com,True,105,0
8307,2642,43,Male,Retired,High School,Single,0,69216.37,38984.44,4849.32,2023-12-30,22:29:37,411.82,M005,Purchase,Sydney,Tablet,-20.917574,142.702789,shelbyhall@yahoo.com,True,95,0
17773,1518,55,Female,Professional,Master,Single,2,66676.68,118033.69,6405.97,2023-11-18,03:30:09,1124.43,M001,Purchase,Melbourne,Tablet,-31.840233,145.612793,joshuajones@yahoo.com,False,51,0
4369,4025,50,Male,Professional,High School,Single,1,73368.22,25864.8,726.9,2023-07-27,04:51:34,1582.76,M001,Withdrawal,Sydney,Desktop,-25.042261,117.793221,kwood@outlook.com,True,70,1
2765,3871,25,Female,Professional,High School,Single,2,33628.78,19020.93,1529.71,2023-06-01,07:41:23,33.49,M003,Purchase,Hobart,android,-37.0201,144.9646,jacobalexander@outlook.com,False,76,0
3929,4928,41,woman,Student,High School,Married,1,74666.79,36730.46,3134.44,2023-09-04,00:41:16,19.68,M004,Transfer,Darwin,Desktop,-31.840233,145.612793,bryantjonathan@tempmail.com,True,16,1
15683,1253,20,Male,Professional,High School,Single,0,57500.19,105023.84,2258.17,2023-12-28,09:20:09,1062.47,M008,Purchase,Canberra,Tablet,-31.840233,145.612793,whitebrandon@securemail.com,False,80,0
11622,1034,44000,isnotmale,Professional,Master,Married,0,28983.41,18901.68,653.57,2023-09-08,06:00:19 AM,66.61,M004,Withdrawal,Canberra,Desktop,-20.917574,142.702789,ramosjeffrey@outlook.com,False,52,1
3696,157,36,Male,Retired,High School,Divorced,3,137933.83,88801.01,22076.1,2023-11-25,12:00:00 AM,14.36,M001,Purchase,Brisbane,Desktop,-37.0201,144.9646,joanwilcox@gmail.com,True,3,1
7778,1996,-29,Female,Student,High School,Married,4,36126.92,13347.86,1182.29,2023-05-25,01/11/07,144.84,M007,Withdrawal,Sydney,Mobile,-37.0201,144.9646,xmiller@disposable.com,False,87,1
14858,4389,36,Female,Student,Master,Single,2,40089.83,31026.72,3269.72,2023-09-27,03:26:19 PM,157.84,M005,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,kellymoore@yahoo.com,True,108,1
628,4092,-45,Female,Student,PhD,Married,0,46781.11,34761.16,958.45,2023-10-06,16:22:31,42.24,M008,Purchase,Adelaide,Mobile,-31.840233,145.612793,jbrown@securemail.com,False,85,0
2451,29,38000,Male,Student,Bachelor,Divorced,1,29455.11,16195.43,1234.77,2023-12-01,18/23/17,689.37,M001,Transfer,Mel,Tablet,-37.0201,144.9646,trujillomaria@gmail.com,False,106,0
14681,996,46,Male,Professional,High School,Married,1,34875.13,32735.71,1296.44,2023-10-08,18/04/36,1620.55,M004,Purchase,Sydney,Mobile,-19.491411,132.550964,taylorrichard@outlook.com,True,90,0
12098,3356,35,Female,Professional,Master,Married,1,27561.04,21806.88,1268.99,2023-03-25,05/08/03,19.95,M008,Purchase,Hobart,Tablet,-31.840233,145.612793,wendycox@yahoo.com,True,98,1
3824,4286,32,Male,Student,High School,Married,1,65245.18,33227.95,1213.25,2023-12-11,16:52:55,78.67,M004,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,wileyleah@outlook.com,False,22,0
4422,2437,37,isnotfemale,Professional,PhD,Married,2,110996.81,77230.55,2056.46,2023-08-18,00:00:00,60.49,M005,Purchase,Brisbane,Mobile,-37.0201,144.9646,uhopkins@tempmail.com,False,23,1
10844,4988,32,Female,Student,High School,Married,3,26484.2,17204.07,228.15,2023-05-24,17:49:51,49.0,M001,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,samanthaball@gmail.com,False,80,1
18244,1882,37,Female,Retired,High School,Single,3,124191.47,246413.19,936.59,2023-08-23,19:00:24,160.29,M001,Purchase,Brisbane,Mobile,-25.042261,117.793221,ibuchanan@disposable.com,False,54,0
3743,3921,-36,Female,Retired,High School,Married,0,141626.38,98175.33,5530.11,2023-11-08,22:57:10,644.98,M005,Withdrawal,Perth,smartphone,-19.491411,132.550964,patriciabarry@gmail.com,False,45,1
2176,4776,18,Female,Retired,Bachelor,Single,2,80741.0,35068.42,2814.03,2023-11-25,10:16:47,185.61,M005,Transfer,Adelaide,Tablet,-37.0201,144.9646,mary80@gmail.com,False,3,0
13810,4189,-42,Male,Unemployed,Bachelor,Married,0,158348.19,54305.61,312.61,2023-06-25,18:32:43,461.07,M008,Withdrawal,Perth,Mobile,-37.0201,144.9646,mfox@yahoo.com,False,63,1
6689,648,26,Female,Student,High School,Married,0,99995.4,62466.98,977.66,2023-07-28,17:21:58,152.25,M007,Transfer,Hobart,Desktop,-37.0201,144.9646,kathryn18@yahoo.com,False,5,0
8858,667,31,Male,Student,Bachelor,Married,4,43781.93,15599.72,1177.93,2023-08-15,01:54:36,989.57,M003,Purchase,Darwin,Desktop,-37.0201,144.9646,dturner@yahoo.com,False,56,1
3318,4276,32,Female,Unemployed,High School,Married,3,51427.27,15534.93,513.28,2023-09-27,10:04:56,227.25,M007,Purchase,Brisbane,Tablet,-37.0201,144.9646,jeffery44@gmail.com,False,93,0
14926,684,31,Female,Professional,PhD,Married,1,104766.87,118072.56,28697.59,2023-05-22,13/29/18,20.01,M002,Payment,Brisbane,Tablet,-31.840233,145.612793,david35@securemail.com,False,88,0
9653,1147,38,Female,Student,High School,Married,1,85548.26,65156.28,7877.31,2023-10-22,22:59:21,112.07,M007,Purchase,Adelaide,Tablet,-31.840233,145.612793,brian30@gmail.com,True,35,0
7432,1893,-44,Male,Student,Master,Single,0,39958.79,29785.11,372.15,2023-08-29,09:00:42,264.61,M003,Withdrawal,Sydney,Desktop,-37.0201,144.9646,ronaldlittle@gmail.com,True,70,1
2787,595,48,Male,Professional,High School,Married,3,43234.7,30002.96,343.18,2023-12-25,11:49:07,274.54,M004,Transfer,Sydney,Desktop,-20.917574,142.702789,linda77@tempmail.com,True,64,0
12297,4389,-36,Female,Student,Master,Single,2,40089.83,12460.53,1667.56,2023-06-28,19:37:26,41.82,M003,Withdrawal,Sydney,Tablet,-20.917574,142.702789,kellymoore@yahoo.com,True,108,1
1196,2948,36,fem,Student,High School,Single,3,71896.5,24677.85,3032.19,2023-10-24,08:50:02,159.92,M006,Withdrawal,Canberra,Desktop,-37.0201,144.9646,taylorelizabeth@yahoo.com,False,31,1
1676,4098,36,Male,Professional,Bachelor,Single,1,63845.91,46904.17,1961.23,2023-01-01,23:41:41,1015.71,M001,Payment,Melbourne,Mobile,-20.917574,142.702789,tcompton@gmail.com,False,52,0
3947,2219,18,Male,Unemployed,Bachelor,Married,4,127098.4,51727.75,6128.34,2023-11-20,01:20:56 PM,434.44,M006,Transfer,Canberra,Mobile,-31.840233,145.612793,sheila97@gmail.com,False,72,0
7618,253,35,Female,Student,Master,Married,2,103783.45,53668.29,2636.62,2023-03-12,12:53:50,56.02,M003,Purchase,Melbourne,Desktop,-41.640079,146.315918,robertjohnson@yahoo.com,False,11,0
4444,1187,19,Male,Professional,Bachelor,Married,4,79949.49,63951.24,8150.47,2023-08-28,01:08:33,633.98,M002,Purchase,Canberra,Mobile,-31.840233,145.612793,reyesronald@tempmail.com,False,91,1
11128,4440,18,Male,Professional,Bachelor,Married,0,100241.2,78036.45,1683.39,2023-08-21,06:08:21,41.15,M003,Purchase,Brisbane,Tablet,-41.640079,146.315918,dpatterson@outlook.com,False,52,0
10852,2623,42,Female,Unemployed,Master,Single,0,65902.34,23207.67,3151.79,2023-11-29,19:49:43,162.87,M004,Transfer,Canberra,Mobile,-20.917574,142.702789,xmelton@gmail.com,False,6,0
16363,596,50,Female,Professional,Master,Married,3,139983.93,245710.41,9335.08,2023-09-22,03:52:59,2504.58,M006,Purchase,Hobart,iphone 15,-31.840233,145.612793,rosalesstephanie@securemail.com,False,90,1
5722,4557,47,Male,Professional,Master,Married,4,67497.44,44175.67,8903.07,2023-09-04,07:43:03 PM,27.07,M006,Purchase,Perth,Desktop,-20.917574,142.702789,hlewis@yahoo.com,True,56,0
16012,1366,26,Male,Retired,High School,Married,2,64362.33,55667.04,283.95,2023-11-15,22:55:08,678.35,M005,Purchase,Adelaide,Desktop,-37.0201,144.9646,whansen@tempmail.com,False,12,0
10695,3581,36,Female,Professional,Bachelor,Single,3,41476.62,29589.98,2421.43,2023-09-02,04:39:09,5.46,M001,Withdrawal,Brisbane,smartphone,-37.0201,144.9646,ghayden@outlook.com,True,46,1
3638,652,45,Male,Unemployed,High School,Married,4,72363.96,28885.92,408.37,2023-11-07,08/17/58,262.28,M004,Withdrawal,Adelaide,galaxys7,-37.0201,144.9646,emily10@outlook.com,False,31,1
2369,1487,29,Male,Professional,Bachelor,Single,2,91072.35,61793.01,7451.77,2023-12-03,09:34:09,52.91,M007,Withdrawal,Melbourne,mob,-25.042261,117.793221,tyler66@gmail.com,False,107,0
4967,868,18,Female,Professional,PhD,Single,0,152653.45,89059.57,3875.23,2023-12-09,09:05:06,109.67,M001,Purchase,Canberra,galaxys7,-20.917574,142.702789,reginald62@tempmail.com,False,85,0
18084,958,51,Male,Unemployed,Bachelor,Married,1,76101.24,113187.68,16605.41,2023-02-24,15/42/57,779.91,M007,Payment,Adelaide,android,-37.0201,144.9646,mitchellrivera@yahoo.com,False,38,0
2217,4265,47,Female,Student,Bachelor,Widowed,4,43165.82,23237.73,723.56,2023-08-26,13:22:34,453.67,M007,Transfer,Canberra,Mobile,-31.840233,145.612793,james24@gmail.com,True,87,0
18186,4390,34,Male,Professional,High School,Married,3,80552.54,117068.35,4049.67,2023-08-16,19:56:00,187.93,M004,Withdrawal,Sydney,Mobile,-31.840233,145.612793,megan44@gmail.com,False,90,1
8148,524,54,Female,Professional,Bachelor,Married,2,72739.34,35162.02,8594.92,2023-11-01,06/58/15,26.3,M002,Payment,Sydney,iphone 15,-37.0201,144.9646,pwallace@outlook.com,False,68,0
10410,508,24,man,Student,High School,Single,2,88530.02,37557.25,4047.29,2023-08-08,15:18:46,85.53,M007,Purchase,Sydney,Mobile,-20.917574,142.702789,jeffrey93@yahoo.com,True,42,0
3326,1582,41,Female,Student,Master,Single,4,99317.32,52395.45,2733.07,2023-10-06,19:48:44,111.85,M003,Purchase,Hobart,Mobile,-20.917574,142.702789,joseph46@gmail.com,True,80,0
15246,4455,47,Male,Professional,Bachelor,Single,1,111895.83,93803.58,11510.56,2023-06-18,13/41/04,1146.21,M007,Purchase,Melbourne,Desktop,-25.042261,117.793221,kevin02@yahoo.com,True,92,0
3583,3836,18,Female,Unemployed,High School,Married,4,63879.25,34651.82,1588.18,2023-12-25,09:06:12,220.29,M007,Transfer,Hobart,Mobile,-31.840233,145.612793,jeffrey29@yahoo.com,False,23,0
18090,4756,36,Male,Professional,Bachelor,Married,1,94556.36,125883.97,12259.14,2023-12-12,23:29:35,50.17,M005,Withdrawal,Canberra,Tablet,-20.917574,142.702789,angela47@tempmail.com,False,27,1
18131,2623,42,Female,Unemployed,Master,Single,0,65902.34,57787.1,6179.99,2023-12-14,18:20:25,317.9,M004,Withdrawal,Hobart,Mobile,-20.917574,142.702789,xmelton@gmail.com,False,6,1
3619,409,35,Female,Retired,High School,Single,3,48890.28,32383.31,3683.26,2023-08-23,16:11:36,47.35,M003,Payment,Perth,Tablet,-31.840233,145.612793,stevenyates@yahoo.com,False,100,0
6217,2210,-21,isnotfemale,Professional,High School,Married,2,55242.08,18470.39,1782.61,2023-10-31,11:57:17 AM,319.95,M007,Transfer,Darwin,Tablet,-37.0201,144.9646,ntran@gmail.com,False,72,0
2468,641,43,Female,Professional,Master,Married,0,122816.7,70504.56,17037.83,2023-11-15,17:35:28,311.59,M004,Purchase,Sydney,Desktop,-31.840233,145.612793,dgreen@yahoo.com,True,65,0
12424,4561,-36,Male,Unemployed,Bachelor,Single,2,28772.9,13479.47,867.93,2023-12-15,02/32/23,102.29,M004,Payment,Syd,Mobile,-31.840233,145.612793,jamesblack@yahoo.com,True,1,1
11307,2061,35000,Female,Student,High School,Single,0,69568.14,39083.83,4111.79,2023-12-02,02:22:12,221.23,M008,Purchase,Adelaide,smartphone,-37.0201,144.9646,lopezdavid@yahoo.com,True,56,1
8277,4630,54000,Female,Professional,Bachelor,Widowed,3,65984.8,26778.14,5674.17,2023-10-20,22:26:43,21.97,M002,Withdrawal,Melbourne,Tablet,-25.042261,117.793221,wkelly@gmail.com,True,88,0
16875,601,39,Female,Professional,High School,Single,3,79199.42,71680.35,6262.9,2023-05-22,20:24:20,142.18,M004,Payment,Sydney,Mobile,-20.917574,142.702789,carlsoncarla@gmail.com,True,79,0
5973,2134,18,Female,Professional,High School,Single,3,74473.11,39198.32,7115.04,2023-02-06,07:44:48,76.48,M001,Withdrawal,Darwin,Desktop,-20.917574,142.702789,marvin10@yahoo.com,False,97,1
10993,2067,35,Female,Professional,Bachelor,Single,4,57535.97,23631.03,173.17,2023-09-10,19:54:19,22.12,M004,Purchase,MLB,Mobile,-37.0201,144.9646,schen@yahoo.com,True,87,0
11863,3256,-42,Female,Unemployed,High School,Single,0,38741.39,18597.16,1639.42,2023-11-27,12:14:53,82.18,M004,Purchase,Canberra,galaxys7,-25.042261,117.793221,courtneypotter@tempmail.com,False,66,0
3667,2396,28,Male,Professional,Bachelor,Married,3,81288.29,24546.3,1300.46,2023-01-06,19/05/42,1018.07,M005,Purchase,Sydney,Mobile,-31.840233,145.612793,fphelps@gmail.com,False,25,0
12474,484,39,Male,Student,Bachelor,Married,3,47198.77,14382.46,2377.12,2023-09-29,08:48:18,191.69,M001,Payment,Adelaide,galaxys7,-31.840233,145.612793,umartin@yahoo.com,True,36,0
5158,1859,43,man,Student,Bachelor,Single,4,35519.95,19109.67,747.28,2023-12-30,09:03:41,202.9,M003,Payment,Adelaide,Desktop,-31.840233,145.612793,theresa35@gmail.com,True,60,0
7594,3885,28000,fem,Student,Bachelor,Married,3,32102.99,24497.92,56.75,2023-04-04,20:14:54,25.03,M003,Purchase,Sydney,Tablet,-20.917574,142.702789,jessica36@gmail.com,False,90,0
6976,1608,31,Female,Professional,Bachelor,Married,4,71648.7,27909.22,3370.01,2023-09-22,19:28:55,51.0,M003,Transfer,Melbourne,Mobile,-20.917574,142.702789,schultzbriana@yahoo.com,True,87,0
17543,3137,45,Male,Professional,High School,Single,4,72011.72,64465.43,21407.81,2023-11-21,06:21:43,1210.61,M006,Purchase,Adelaide,android,-31.840233,145.612793,rbrown@tempmail.com,False,63,0
12782,2917,-35,Male,Unemployed,High School,Single,3,94100.04,44736.96,1518.98,2023-06-20,09:56:21,78.53,M001,Withdrawal,Canberra,Mobile,-20.917574,142.702789,gonzalezcarolyn@gmail.com,False,59,1
10211,1914,21,Female,Student,High School,Married,4,68958.47,49669.25,6697.3,2023-08-22,23:59:59,316.0,M002,Purchase,Canberra,iphone 15,-37.0201,144.9646,michelle16@gmail.com,True,119,0
3423,802,32,Male,Professional,Master,Married,2,69370.61,31347.33,9505.94,2023-03-14,16:51:44,25.47,M005,Purchase,Darwin,Desktop,-25.042261,117.793221,kyle71@gmail.com,False,20,0
10717,1201,31,Female,Student,PhD,Married,0,54457.33,40710.53,1742.52,2023-12-16,14:44:47,215.65,M006,Withdrawal,Adelaide,Desktop,-20.917574,142.702789,howardmontgomery@securemail.com,False,61,1
8199,4427,42,Male,Retired,High School,Single,1,40775.05,31671.72,988.47,2023-05-28,23:59:59,260.57,M005,Transfer,Perth,iphone 15,-37.0201,144.9646,barbarahodge@gmail.com,False,73,0
2409,2848,61000,Male,Professional,High School,Married,1,91922.39,31664.66,781.12,2023-02-07,11:43:37,456.05,M006,Purchase,Sydney,Mobile,-20.917574,142.702789,wellsfrank@gmail.com,True,100,0
3212,3164,36,Male,Student,Bachelor,Single,2,68362.67,48349.67,1721.14,2023-11-29,16:41:19,85.01,M005,Withdrawal,Hobart,Tablet,-37.0201,144.9646,llee@yahoo.com,True,1,1
16970,1843,31,Female,Professional,High School,Married,3,43122.82,73813.56,781.96,2023-09-05,18:10:55,2583.1,M006,Purchase,Hobart,Desktop,-37.0201,144.9646,emaynard@yahoo.com,True,11,0
5366,3767,21,Male,Professional,PhD,Divorced,0,77885.72,54289.48,3132.1,2023-12-27,03:09:48 AM,86.37,M003,Purchase,Hobart,Desktop,-37.0201,144.9646,christensenchristina@gmail.com,False,40,1
15280,4836,20,Female,Retired,Bachelor,Married,0,139212.98,177193.08,5747.55,2023-02-08,19:13:31,1271.11,M004,Purchase,Darwin,mob,-20.917574,142.702789,williamsanthony@gmail.com,False,59,0
6593,1557,29,Female,Retired,Bachelor,Single,0,43513.26,18501.39,491.91,2023-07-11,00:33:05,212.53,M008,Transfer,Sydney,Desktop,-37.0201,144.9646,taracarter@yahoo.com,False,23,1
2895,1692,32000,Male,Professional,High School,Married,0,97658.96,55008.56,4238.52,2023-08-07,21/36/10,384.88,M002,Purchase,Perth,Desktop,-37.0201,144.9646,wwilliams@disposable.com,False,107,0
17153,3105,28,Female,Student,High School,Single,0,58620.18,94465.55,8323.06,2023-08-28,19:51:59,1423.62,M002,Purchase,Darwin,Tablet,-35.473469,149.012375,ofinley@outlook.com,True,1,0
14122,1396,26,Female,Student,Bachelor,Single,0,79171.96,49640.11,1055.44,2023-07-19,09/18/35,59.58,M003,Payment,Adelaide,iphone 15,-37.0201,144.9646,peterpierce@yahoo.com,False,57,0
12906,3736,42,isnotfemale,Professional,High School,Married,4,56416.72,19728.67,2800.36,2023-10-20,11:37:52,12.31,M008,Withdrawal,Darwin,Desktop,-37.0201,144.9646,kristenmiller@gmail.com,False,119,1
1296,4450,28,Male,Professional,Master,Single,1,32393.09,15364.34,1529.51,2023-04-24,01:14:45 PM,708.4,M007,Transfer,Sydney,iphone 15,-37.0201,144.9646,manningmichael@tempmail.com,False,116,0
11617,1592,-43,Female,Student,Master,Married,2,42168.51,32426.04,1204.09,2023-12-15,10:55:10 AM,10.7,M004,Purchase,Brisbane,Mobile,-31.840233,145.612793,glenn41@outlook.com,False,119,0
14460,1223,36,Male,Professional,Master,Divorced,1,87804.4,33615.65,938.19,2023-06-13,22:40:25,145.48,M008,Withdrawal,Adelaide,android,-30.000233,136.209152,melissasmith@yahoo.com,True,50,1
3642,4953,41,Male,Student,High School,Married,2,48222.2,33924.54,1939.85,2023-09-09,04:27:02,42.36,M008,Purchase,Hobart,Mobile,-25.042261,117.793221,michael42@yahoo.com,False,4,1
15231,1303,33,isnotmale,Unemployed,High School,Single,0,124620.76,94161.37,26257.8,2023-05-22,14:42:23,969.02,M003,Transfer,Darwin,Mobile,-37.0201,144.9646,kaylakidd@gmail.com,True,47,0
15138,3085,27,Female,Student,High School,Single,2,40705.15,60951.27,6772.98,2023-09-14,16:22:13,437.39,M006,Transfer,Sydney,Desktop,-37.0201,144.9646,aprilwilson@disposable.com,False,65,0
16798,1030,32,Female,Student,Master,Single,0,51802.34,89084.21,3282.9,2023-03-26,12:38:14 PM,319.33,M002,Purchase,Perth,Mobile,-31.840233,145.612793,mmontgomery@yahoo.com,True,82,0
9475,2478,33,Male,Professional,Bachelor,Single,4,74235.66,33304.59,3537.61,2023-05-13,06:16:22,202.65,M005,Payment,Adelaide,Desktop,-20.917574,142.702789,watkinsnicole@gmail.com,False,97,0
13701,2685,26,man,Retired,High School,Married,2,148736.96,91469.96,4902.8,2023-10-24,00:00:00,1469.39,M001,Payment,Sydney,Mobile,-20.917574,142.702789,pthomas@outlook.com,False,83,1
17694,3722,25,Male,Unemployed,High School,Married,1,42112.36,69404.49,1401.97,2023-09-28,02:38:16,98.37,M008,Transfer,Melbourne,Mobile,-31.840233,145.612793,crystal75@outlook.com,False,77,0
10193,777,-32,Male,Professional,High School,Married,4,26082.42,16191.82,1115.17,2023-08-31,13:17:58,209.5,M004,Withdrawal,Darwin,Desktop,-25.042261,117.793221,william94@gmail.com,False,95,1
17017,2231,42,Female,Professional,High School,Divorced,3,56205.54,46547.96,4147.89,2023-06-24,23:59:59,274.65,M006,Purchase,Brisbane,Desktop,-31.840233,145.612793,tammy64@tempmail.com,False,17,0
9061,749,38,he,Student,Master,Widowed,2,75094.48,39432.35,1998.92,2023-03-12,21:22:00,21.49,M004,Transfer,Darwin,mob,-37.0201,144.9646,ajones@yahoo.com,False,47,0
18006,1753,33,Female,Professional,Bachelor,Married,0,92375.69,134354.7,12273.19,2023-12-01,04:59:41 AM,2411.59,M001,Transfer,Brisbane,Desktop,-41.640079,146.315918,jimenezjasmine@outlook.com,True,103,1
17840,2557,23,Female,Retired,Bachelor,Divorced,3,134284.48,256097.27,3845.3,2023-06-14,14:22:32,343.27,M007,Withdrawal,Canberra,Mobile,-31.840233,145.612793,andrewmarsh@gmail.com,False,80,1
